name,id,minutes,contributor_id,submitted,n_steps,description,n_ingredients
punch bowl cake,326439,49,399367,2008-09-22,10.0,"i tried this delicious cake just recently when a fellow co-worker brought it to a potluck we were having at work. everyone raved over it and i made it at home to try it, using my favorite fruits and chopped pecans. i lightened the recipe using lite ingredients when i could, so this is the lightened version. * note: you can use any kinds of fruit you happen to have on hand and any nuts of your choice (optional). ***fyi: zaar doesn't want to seem to display the amt of strawberries but the recipe calls for 2 1/2 cups diced strawberries.",6.0
punchy korean style mapo tofu,274025,30,702621,2007-12-26,,"this is a simple and extremely flavorful tofu and beef dish that goes well over a bed of rice. the good thing about this recipe is the flexibility in the amount of ingredients needed. if you prefer less meat, go for it. if you prefer more sauce, it's up to you. there are no hard and fast rules, except perhaps not to use too much oyster sauce.",
pungent cranberry orange sauce,40878,30,34146,2002-09-21,,"this is a yummy sauce for poultry, and very easy to make. its best when made the day before, so that the flavors have a chance to blend. depending how ",6.0
punjabi lamb in spinach and tomatoes,100611,150,164147,2004-09-24,10.0,"a region of farmlands, the punjab is famous for dishes based on pureed spinach (called saag on most menus).",
punjabi rajma  kidney beans,334391,65,668205,2008-11-02,14.0,"this is my version of a recipe from the hare krishna website(www.harekrsna.com). this site is a goldmine for indian vegetarian recipes. i also love the fact that hare krishna cooking doesn't use garlic and onions (which i do love), but substitute hing or asafoetida powder. it's great when you're too lazy to chop/cry while chopping, and hing has its own healthy properties. i believe it is supposed to be an anti-flatulent for one thing. 
this dish is sort of like an indian bean chili (an oxymoron for some). i ate it mixed with some basmati rice i cooked in my rice cooker with a small piece of cinnamon stick and a couple of green cardamom pods. my husband ate it with tortilla chips the next day.
some of the elements of the recipe were vague in the original recipe, so use your judgement! the cooking time is just a guess, and depends on your taste.",
puree of three root vegetables,72867,40,95743,2003-10-08,8.0,"i love this dish. healthy comfort food...go figure. it's the texture variations that make this dish so special. if you like, substitute your own favorite root vegetables. celery root, turnips, rutabagas or jerusalem artichokes all work deliciously. double the butter if you'd like a richer, smoother puree.",5.0
pureed bacon  lettuce and tomato soup,252759,50,507412,2007-09-13,8.0,"tried this from a soup cookbook-very good creamy tomato soup, but it should be named tomato basil soup.
i did not put the lettuce in and would suggest cutting back on the basil and garnish with green onions.
do not refrigerate with bacon left in soup--alters the taste!",13.0
pureed squash butternut  acorn any hard winter squash,194908,70,58104,2006-11-10,,"this process is so very easy. no peeling! take a look!
squash is great for pureeing, roasting and baking. once cooked and pureed, it can be used in soups, main dishes, vegetable side dishes, even breads, muffins, custards and pies. 
the skin has many nutrients so go ahead and use it. or peel and discard. but you will never know it's in the puree.
dress any cooked winter squash with butter and herbs, a cream sauce, cheese sauce, maple syrup, candied ginger, spices and or nuts.",2.0
purim chocolate covered nuts,20298,50,21752,2002-02-21,8.0,"purim is coming up, a time to exchange yummy gifts of food. this one is always a favorite with our family.",4.0
purple cow,24820,5,17803,2002-04-09,,the tots really enjoy this drink and it's good for them.,
purple cow  frozen smoothie,135316,10,230557,2005-08-29,2.0,"healthy fruit drink loved by both kids and adults.  ""i never saw a purple cow.  never hope to see one. but i can tell you anyhow, i'd rather eat than see one!""",4.0
purple cow shake,133031,5,107823,2005-08-10,,"you probably have the ingredients for this ready in the kitchen. fun for kids and adults, and refreshing.",4.0
purple crayon,189562,5,212417,2006-10-08,3.0,a sweet and fruity drink. and it is a great color purple!!!,
purple gnocchi with shiitake mushrooms,534064,75,33186,2017-10-25,27.0,everything looks better in purple. ,12.0
purple hull peas   heart healthy,379649,105,340130,2009-06-30,,purple hull peas are a lot like black eyed peas. we buy ours fresh and already shelled from a roadside farm stand in east texas.  we keep them in a cooler for our four hour trip back home. i put them in the fridge and make this asap usually the next day. i got this recipe from purplehull.com. but i use half the sugar and half the salt that the original had. we love the healthier version and hope you will too.,
purple sky,457386,5,1553243,2011-05-26,,this is a great drink.  i hope you enjoy.,
purple velvet pancakes  all natural,378193,20,1195428,2009-06-22,13.0,put a twist to your saturday morning breakfast! i discovered this recipe accidentally while preparing brunch for my boyfriend... they are sooo yummy! i made a colourful plate for him and have a very happy boyfriend :-),10.0
purresuppe   leek soup,425383,40,746803,2010-05-14,13.0,"traditional leek from norway, posted for zwt 6",10.0
purrrrfectly creamy cannoli gelato,307400,45,204024,2008-06-04,9.0,"this is to die for!!!!! all the best of a great italian cannoli combined with extra creamy italian gelato!!!!  purrrrfectly heaven!!! serve in a bowl with wafer cookies, or try it in cannoli shells, or even a sugar waffle cone. made for zaar world tour 4 by the cookin cats. 

cooking time does not include refrigeration time. edited on 7/26/10 to change the ratio of 3 c. milk to 1 c. cream",
putana cake,241671,75,223651,2007-07-21,11.0,"i saw this being made on ""the thirsty traveler"" and think i will make this during christmas.
the name is a little dirty italian term, i don't know why they call it this.",
puto  rice muffins,274276,40,107135,2007-12-27,8.0,this is a filipino recipe that has no wheat flour.,5.0
pvw s healthier take on chicken cordon bleu,314052,45,399474,2008-07-15,,"i like chicken cordon bleu... but not as much as it likes to stick to my stomach, rear, and legs. i've created this healthier version to serve instead, and my family really enjoys it.  i hope you do too!",5.0
pvw s slap me i m so simple asian inspired salad,336748,20,399474,2008-11-12,12.0,i made this up for dining on a $ cooking contest. this is an asian inspired salad it was great for lunch! it's very simple to make. it uses inexpensive ingredients but is very tasty i hope you enjoy! prep/cooking time does not include refrigeration time which is optional at 30 minutes.,
pw cheese muffins,387644,35,273846,2009-08-29,,"a wonderful cheese muffin, best served warm.  recipe originally came from pioneerwoman.com and quickly became a favorite here. the original recipe states they can be frozen but i haven't tried that yet.",8.0
quail baked in wine,243077,55,64642,2007-07-29,9.0,"other wild birds such as pheasant, doves, squab or chicken could easily be substituted for the quail in this southern dish.  from the creole chapter of the united states regional cookbook, culinary arts institute of chicago, 1947.",13.0
quaker punch,66454,15,53425,2003-07-09,8.0,"quakers abhor violence, and many abjure alcohol, although most believe in 'temperance' rather than 'abstinence'. however, they have no objections to double entendres. this is a lovely, refreshing summer time drink. i made it by the gallon for an august wedding last year and it was a big hit.",8.0
quatre pices  four spices,403404,5,599450,2009-12-11,3.0,"based on a recipe from simply french, the cookbook where patricia wells presents the cuisine of joël robuchon. per the introduction, “quatre épices, literally 'four spices,' is a classic french mixture designed to season terrines of pork or duck liver. use the best-quality spices you can find, and grind them yourself in a spice or coffee mill. i generally prepare only the amount i will need for each terrine.”",4.0
quatre epices  four spices  gascon,174635,5,182010,2006-06-24,1.0,"quatre epices comes in many versions.  this combination--with pepper, without allspice or coriander, is typical of gascogny and is used in many dishes, especially in confit.  i like to use whole spices and put them all in the grinder; the scent and the flavor is greatly enhanced.  if you only have the pre-ground versions, then use them and it will be a delicious mix.  the measures are a guide; feel free to adapt to your own taste.",4.0
quebecois crab custard with lemon butter sauce,134686,90,163112,2005-08-23,16.0,"quebec snow crab is combined with broccoli,  oven-poached and served on a sauce, nouveau cuisine fashion. this appetizer is the creation of chef denis pelletier of moulin de st. laurent, a contemporary french restaurant located in an old stone mill in the village of st. laurent on ile d'orleans. ramekins can be filled ahead and oven poached at the last minute, or you can reheat the cooked flan in a microwave oven for about 2 minutes at medium (50 percent).",
queen cakes,117589,35,209861,2005-04-17,,tasty pastries. can be taken as a quick snack or for tea.,7.0
queen of puddings,123262,80,73836,2005-05-23,11.0,a baked sponge coated with raspberry jam and a meringue topping.,7.0
queen pudding,58251,45,29196,2003-04-04,,an old recipe of my mothers that i'm submitting for a request. i'm only guessing the prep and cooking times.,
queen victoria s radish sandwich,454598,15,177443,2011-04-27,4.0,"lovely little open-faced fresh radish sandwiches on french bread or sourdough, with cream cheese and herbs. slightly adapted from rose tea cottage.",
quento   brazilian mulled wine,105887,10,64642,2004-12-11,6.0,"quentão (portugese for ""big heat"") is a traditional drink for the brazilian festa junina, a catholic celebration of saints john the baptist, peter and anthony. it will definitely help keep your toes warm this winter. from houston's fogo de chao as published in our local paper.",
quesadilla casserole,463364,35,57042,2011-08-31,11.0,this came from mccormick. i have not tried this recipe.,
quesadillas with pico de gallo,12368,40,16459,2001-10-03,11.0,very filling! make it as hot or mild as you like!,11.0
quesadillas with poblano chiles,355136,40,324390,2009-02-10,29.0,"this recipe is for an authentic style quesadilla. dust off your tortilla press, and put it to use to make these cheesy melted goodness quesadillas that even your nana will love. (don't worry, i have included instructions for making them using a rolling pin). believe it or not, this is from williams sonoma mexican- i'm lovin this book after only making one recipe from it so far.",11.0
quesadillas with poblano cream,303546,50,144490,2008-05-14,21.0,"these quesadillas have lots of flavor. my sis found the recipe in the ""food lovers weight loss cookbook"" put out by the editors of health magazine. the original recipe uses crab meat but i don't have access to good fresh crab meat. we've found that you can use just about any meat. i've kept it written low-fat but use full fat ingredients myself. in the book, these are paired up with a pan-roasted corn salsa that is quite excellent.",10.0
quesadillas with smoked gouda and caramelized onion,222539,40,461283,2007-04-14,13.0,i first came across this recipe in epicurious but i have tweaked it into something my friends like better. it is a great appetizer with margaritas or chilled chardonnay!,5.0
queso blanco dip  white cheese dip,473609,15,58282,2012-02-06,7.0,i’ve come very close in recreating that scrumptious white sauce served at one of our favorite mexican restaurants el san jose!!!,7.0
queso cornbread,90137,55,134278,2004-04-26,16.0,"i cannot remember where this came from, but it has always been a favorite. a little difficult and it makes a large amount. but that makes it perfect for pot-lucks or family gatherings. it is a meal all by its self. very much worth the time.",5.0
queso de cabra con tomate  goat cheese baked in tomato sauce,238547,30,372895,2007-07-04,,spanish tapas - toasted garlic bread dipped in creamy warm goat cheese and tomato sauce —easy and yummy!,6.0
quiche lorraine poupon,79607,65,3288,2003-12-24,9.0,posted in response to a request. i think this was my first quiche ever made. i had forgotten about this one until it was requested. great taste and freezes well.,
quiche maraichere  french vegetable tart,438731,60,225426,2010-10-04,,"this delicious quiche is unusual in that it has a lot more vegetables than custard.  it is great both warm and at room temperature.  the recipe is from dorie greenspan's wonderful cookbook, ""around my french table: more than 300 recipes from my home to yours"".  
if the sides of your tart pan are not very high or if your crust has shrunk, you might not be able to get all the custard into the pan.  if you think you've got a short-sided crust, make a smaller amount of custard using 1/2 cup heavy cream and 1 egg.  you can also try this as a crustless quiche.",11.0
quiche me  mini sausage quiches,208802,25,74652,2007-02-01,,"got these off another recipe site.  these are great to serve at a brunch, shower, or for a valentine's breakfast for that special someone. dh loves quiche and i make it quite often so who says real men don't eat quiche?
the filling is good in a standard 9"" pie shell or pre-made puff pastry tart shells, for those with phyllo-obia.",15.0
quiche with tomato  basil  and garlic,38377,65,3288,2002-08-26,11.0,got this carnation recipe a while back. with all the fresh vegies out there is summer it sounded so good i had to try it!,
quick     easy ham chowder,270576,35,369787,2007-12-09,3.0,this is a fast meal for those busy weeknights!,
quick   easy chicken marinara,63076,30,60260,2003-05-27,9.0,"this is a nice dish when you're in a hurry. it jazzes up bottled spaghetti sauce nicely for those nights you don't have time make sauce from scratch. serve with a caesar salad and some french bread and you have a quick, satisfying meal.",8.0
quick   easy fruit and dip,19808,75,22015,2002-02-16,,i got this recipe about 20 years ago from a tupperware dealer at a party. it is still a family favorite after all of these years.,4.0
quick   easy apple crisp,141337,50,55221,2005-10-13,,"a traditional autumn dessert that's delicious served with vanilla ice cream. i've often made this recipe ""diabetic-friendly"" without sacrificing taste or quality by using splenda no-calorie sweetener. directions are included.",8.0
quick   easy black bean soup,325010,35,326438,2008-09-13,2.0,"an easy soup to put together after work. i chop the onion, celery and garlic all together in my food processor. you can add leftover meat such as pork or beef, or vegetables such as corn, beans or potatoes. try it topped with cilantro, sour cream, avocado or cheddar cheese.",10.0
quick   easy chicken  broccoli and brown rice,324937,25,743849,2008-09-12,10.0,"from campbell's recipe i cut out of a rachael ray magazine.  for best results, use instant whole grain brown rice.",
quick   easy chicken sausage gumbo,109348,45,189605,2005-01-24,,this is a southern living recipe. it is delicious and easy!,
quick   easy enchilada casserole,115330,55,192957,2005-04-05,7.0,"i have prepared this casserole for over 30 years and it is wonderful...very quick and easy to fix...i have always served this with a lettuce, tomato, green onion, and mayonaise salad.",
quick   easy fruit cobbler,246264,35,464085,2007-08-13,,"easy weeknight desert can be cooked while eating dinner.  you can double the fruit, but it may take more time to cook.  also good to add cinnamon &/or nutmeg to the batter, depending on your taste.",6.0
quick   easy gluten free apple crisp,452783,30,121185,2011-04-02,,"a yummy, healthier, gluten free version of a family favorite! **i've also made this with fresh peaches - just add a teeny bit less water and a couple of dashes of nutmeg and cook a little less - yummy!!**",11.0
quick   easy pasta carbonara,170062,10,55221,2006-05-29,10.0,"for those nights when you want to get something satisfying onto the table fast, this yummy pasta does the trick. serve it with tossed green salad or a veggie side and you're good to go!",
quick   light chicken toscana soup insired by macaroni grill,377795,35,1296691,2009-06-18,9.0,"this is a delicious and light version of macaroni grill's chicken toscana soup.  this recipe could use some thickening up with half & half and butter to be more like macaroni grill's, but i like it lower calorie so this is the way i make it.  on the days i am making this, i run by macaroni grill and get one of their loaves of bread to go with it (they charge $1 per loaf and include the oil/vineger/black pepper dipping sauce) or you can make your own - there is an easy, highly rated version on recipezaar (#64446).  i have made this in a crockpot (i cooked the sauted onions and garlic, broth, and raw chicken for 7 hours on low,,,shredded the chicken....then i transferred it to a pot on the stove and finished it according to recipe).",11.0
quick   plain baked potatoes,503731,32,1006062,2013-07-10,6.0,want a baked potato recipe with one ingredient?  try this one!,
quick   simple cajun fish,265217,15,41409,2007-11-13,9.0,"this recipe was so quick and easy to prepare, and considering it was made with a can of condensed tomato soup, i think it tasted amazing.  adding a 1/2 cup of sliced sweet onions might be a nice touch, or a couple dashes of hot sauce to make the broth a bit spicy.",10.0
quick   tasty salami roll ups,129454,15,68884,2005-07-11,,great low-carb snack or appetizer. i have been keeping these on hand for the munchies :),
quick   tender country ribs,174764,55,79888,2006-06-26,,have you ever made country ribs in under an hour? now you can! a pressure cooker cuts cooking time by more than half!,13.0
quick  n easy baked beans,65677,70,24386,2003-06-30,5.0,a quickie baked bean dish that will be a great addition to your buffet party or picnic. goes together in minutes.,7.0
quick  n easy gumbo,89981,25,135125,2004-04-25,29.0,"here's an easy recipe for nice gumbo that you can play with. i rarely follow recipes as i think cooking should be an adventure and i enjoy the surprise of each preparation's variations. but i like the shopping list aspect of this site, so i thought i'd plug this one in for myself. i suggest you take this list to the market and then see what's fresh and inspiring to you, like free range chicken or fresh shrimp or crab or shells and then just toss in liberal amounts. what's the worse that could happen? :)",
quick  n  crunchy granola,130588,30,148221,2005-07-19,7.0,granola is my family's favorite cereal but we rarely buy it from the store because it's so expensive.  so i decided to try and make my own.  we will never buy granola from the store again!  this is so easy and delicious; everyone should try it!  some of my family members mix in raisins or almonds just before eating (no need to bake them.)  but remember you must stir the granola after it bakes for 10 minutes.  i didn't read the recipe carefully and burnt my first batch.  enjoy.;),5.0
quick alfredo sauce,40811,20,25036,2002-09-20,,,7.0
quick almond chicken,220292,10,215350,2007-04-03,3.0,"very easy, just combine everything in a bag and shake! contributed by my aunt for our family cookbook. serve with fried rice and vegetables.",
quick and decadent brownies,230777,40,84481,2007-05-28,,"great for those nights when your child announces they need to take a treat to school the next day.  also well worth making for any time you need a chocolate fix.  use whatever types of chocolate chips you have on hand, but the recommended mix is particularly good.  variation: substitute kahlua for orange liqueur and strong coffee for orange juice.  this was our 1993 christmas card recipe.",8.0
quick and dirty 5 ingredient vegan cheeze sauce,498285,15,169712,2013-03-29,11.0,"this is a somewhat simplified recipe from a great vegan website, http://ohsheglows.com/. it tastes amazing, with very little effort! add in some vegan ground round, and you've got cheeseburger sauce for macaroni. we did that, and added frozen veggies, too. awesome instant supper.",6.0
quick and easy  primavera,41105,27,15851,2002-09-24,7.0,"good for you veggies combined with pasta for a quick, easy and yummy weeknight dinner.",
quick and easy banana cream pie,137055,8,241626,2005-09-12,7.0,this one is quick and still has great flavor.  try it with either a graham cracker crust or a traditional pastry crust.  feel free to use regular pudding and milk in the recipe.,7.0
quick and easy beer bread,135437,45,119621,2005-08-30,,"this recipe was given to me by an irish friend whom i met when we were living in germany (the irish and german factor explains the 'beer' ingredient). very quick and easy to make - just mix the ingredients and put straight in the oven. my friend noted that dark beer works best. i like to sprinkle white and black sesame seeds on the bread, as it gives it that extra taste.",
quick and easy borscht,78095,30,37636,2003-12-06,,"i don't know that this is an authentic version, since it uses such handy ingredients, but it gets points from me for being quick and easy. plus i like the way it tastes. you can serve this warm or chilled.",13.0
quick and easy chicken and dumplings,261220,45,156526,2007-10-25,13.0,"got this from a toh cookbook (fast fixes with mixes, or something like that). this is easy, tastes like it cooked all day, and is really good with leftover turkey, too. even my 5yo dd loves the dumplings.",11.0
quick and easy chicken bake,205697,40,421172,2007-01-15,,i'm not sure where i found this online but it is delicous. i usually have enough for lunch the next day.,
quick and easy chicken chow mein,52805,40,37471,2003-01-29,,,
quick and easy chicken enchiladas,75758,40,39334,2003-11-05,,"my friend charlotte (thanks c!!) gave this to me...it is so easy and just delicious! she likes corn tortillas, i like flour, and it tastes great with both...whatever your preference!",4.0
quick and easy chicken noodle soup,217558,40,74652,2007-03-20,,"when you don't have time (or don't feel well enough) to make your soup totally from scratch, this is a very easy, very good substitute. i know that traditional 
chicken noodle soup does not have garlic or italian spices in it but since i am italian i think that garlic should be added into practically everything and especially soup for its medicinal values.  this will cure what ails you!",
quick and easy chicken pot pie,202386,26,368300,2006-12-30,9.0,hot and creamy pot pie,
quick and easy coffee cake,81272,65,86627,2004-01-16,8.0,this is my co-worker's recipe. she often will bring this in for our morning meetings! it's easy and tastes great!,
quick and easy cranberry pie,79711,75,114605,2003-12-29,,i made recipe #211 for a party and had a half bag of cranberries left over. what to do??? i remembered this recipe that my boss gave me (never tried it...) and it called for the exact amount of cranberries i had. the recipe is so easy and looks and tastes great. dieters - pass on this one!,
quick and easy curry chicken tea sandwich,444574,20,1166907,2010-12-21,7.0,"tasty finger food, not just great with tea but also fantastic for potlucks and appetizers for your next party.
i marinaded this chicken breast but you can also use left over rotisserie chicken.",
quick and easy egg bake  dinner favorite,206551,45,296027,2007-01-21,,"this one is a quick and easy work night dinner that my family requests frequently. you can change it up to use leftovers- but these are the common ingredients we use on a regular basis- adults and kids a like seem to enjoy it!!  could be a breakfast/brunch or dinner. ;)  dh and i  like to top it with salsa and sour cream, but the kiddos eat it plain!
****i couldn't find the seasoning i use in the list so i put it as a note on the side - it is johnny's salad elegance and it is great on almost everything - garlic bread, eggs, sautéed veggies, dips, pastas, you name it!********",9.0
quick and easy guacamole,284603,5,632387,2008-02-05,4.0,"got this recipe from a co-worker, introduced it to my family and couldn't stop eating it! this is a quick and easy way to make yummy guacamole enjoy ;o)",4.0
quick and easy hamburger stroganoff,242871,20,461724,2007-07-27,5.0,"this is very quick, easy and inexpensive to make.  it's one of my dh's favorites more so than mine.",
quick and easy mini cinnamon rolls,180309,30,290499,2006-08-02,13.0,"the rolls themselves are not sickeningly sweet, which makes for good contrast with the icing.  compared to other cinnamon roll recipes, this one is extremely quick and easy, but still soft and tasty!",9.0
quick and easy mushroom puffs,155607,35,206722,2006-02-10,,this recipe uses a lot of pre-made convenience items to make a quick appetizer.  the recipe comes from taste of home.,5.0
quick and easy onion rings,261611,20,423664,2007-10-26,5.0,"beer batter onion rings. mild taste, great flavor. my kids love to make and eat these.",8.0
quick and easy pasta toss,245669,240,89831,2007-08-09,,"i make this often for just myself and my dh--especially when i have an abundance of garden cherry tomatoes.  this recipe will serve two people but may easily be doubled. i have listed 3 cups uncooked pasta, but you may adjust amount to taste or double the recipe if desired.  plan ahead--the tomato mixture needs to be chilled for a few hours before adding to the pasta to allow the tomatoes to create their own juice and the flavors to blend.  you can mix the tomato mixture up in the morning to serve for dinner or even before you leave to work.  all amounts may be adjusted to suit taste.  the artichokes are only optional, but i like to add them in for a flavor boost.  if i have any leftover cooked chicken or turkey i throw it in also.  serve this with crusty bread :)",10.0
quick and easy praline toast,188409,10,156034,2006-09-29,4.0,"this is a quick breakfast that my kids grab on the way out the door...and yes, they make a mess with it, but they love it, so i don't complain!",4.0
quick and easy pumpkin dump cake,144471,80,25812,2005-11-11,7.0,"got this from another board, easy autumn recipe that will impress anyone.  this is a nice change from pumpkin pie.",8.0
quick and easy pumpkin pie bars,25948,65,25455,2002-04-22,13.0,"i generally bake from scratch, but i ran across this recipe that uses a yellow cake mix that is fabulous. it makes a beautiful three-layer bar that is good either with or without the whipped cream.",10.0
quick and easy scallops,289357,10,8527,2008-02-29,,great over rice.  this is one of my family's favorites.,
quick and easy skillet potato halves,382325,35,1031586,2009-07-21,8.0,a fast and tasty way to cook potatoes. think a combination of baked and fried. only two ingredients. no hassle cooking while you prepare the rest of the meal. this is a family favorite. the recipe can be adjusted without effort for the number of people you plan to serve.,2.0
quick and easy spaghetti sauce,317670,40,626573,2008-08-05,,"learned from my mom, very basic recipe.  it can be changed to suit any taste.  i usually use more garlic, and some parmasian, even used italian sausage instead of ground beef, but i'm just putting down the basic way i learned.",10.0
quick and easy thai style coleslaw,142408,185,4439,2005-10-23,,this is incredibly easy and fresh tasting. i usually substitute broccoli slaw for the cole slaw mix. cook time is refrigerator time.,8.0
quick and easy tuna chicken macaroni,232313,40,472052,2007-06-05,,"this is a dish i whipped together for my fiance. i wanted to make sure he had something yummy and quick to heat up. it turned out very good and maybe even a little too rich! done almost as soon as it takes to cook pasta. the time is probably less, just depends on how long it takes you to chop the veggies.",14.0
quick and lite chicken quesadillas,248884,11,315797,2007-08-26,,these are a lighter version of the old favorite. quick for a snack or a meal for the whole family!,
quick and simple noodle one pot  wonder,329761,17,842751,2008-10-09,12.0,i threw this together one night when we all got home quite late and we were all starving.  i needed a fast dinner i could make almost immediately.  it is very quick and the family loved it. my son named it. we now make it once a month or whenever we feel hungry but don't have time to cook a full dinner.,8.0
quick and simple tuna and garbanzo salad,72994,15,41654,2003-10-09,3.0,i found this recipe on a can of ,
quick and tangy chinese barbecue sauce,307234,5,37636,2008-06-04,,i made this up on the fly when i discovered i needed some chinese barbecue sauce to go with some chinese ribs i was making for zwt4.,
quick and versatile vegetable soup,355590,65,788440,2009-02-12,4.0,low fat quick veggie soup.,
quick and yummy hot fudge sauce,213636,15,145117,2007-02-24,6.0,created this out of what was on hand for a luscious ice cream topping.  be sure not to skimp on the quality of cocoa or ice cream!,6.0
quick applesauce raisin bread,182834,65,202555,2006-08-24,,"this is a quick way to make a moist and yummy raisin bread. the longer it sits, the better it gets!! this freezes well after it is baked.",8.0
quick artichoke casserole,201866,25,121457,2006-12-25,5.0,"a friend gave me this recipe and my son devoured almost the entire thing.  it's delicious hot or cold, with tortilla chips or hot garlic bread.",11.0
quick asian beef  vegetable   noodle soup,352515,25,353846,2009-01-27,12.0,"this is a flavorful soup that is quick and easy to put together.  it is from the iowa beef industry council.  the recipe originally called for using two seasoning packets from the ramen noodles, but we thought it was too strong and salty,  i recommend using one to start then adding more to taste.",9.0
quick asian chicken salad,316107,10,900070,2008-07-28,4.0,this is one of my favorite salads. it tastes so good you wouldn't even suspect it's low-fat.,9.0
quick baked fish fillets,141985,20,206101,2005-10-20,7.0,"i came up with this recipe when i wanted to use up a box of stuffing mix with some fish, and didn't want to add a bunch of spices. this is so delicious, and is wonderful for company.",
quick barbecue sauce,6924,25,53959,2000-03-06,17.0,adopted from the recipezaar account. i haven't made it yet.,9.0
quick barley soup,236129,30,412186,2007-06-20,3.0,"easy with just a few ingredients.the fresh vegetables suggested are carrots, green beans, celery, and tomatoes. any combination to personal taste.",7.0
quick bean main dish,218570,50,448342,2007-03-25,7.0,a different version on baked beans.  i like it because the sauce is not thick like most baked bean recipes.  i use van kamps pork and beans.  i tried it the first time in the 1970's and got it from the texas home economics teachers cookbook.,
quick beer pizza dough,387067,140,199450,2009-08-25,,the beer adds just a hint of fragrence and flavor in this quick pizza dough. we found this great recipe in the king arthur catalog. another great one from king arthur flour. we modified it a bit to match the things we have in our pantry. please note that the prep time includes the rising time for the dough.,6.0
quick breakfast bars,272332,40,464185,2007-12-17,,a quick breakfast that i can take with me on the run. i like to make these and store them individually in the freezer so i can grab when i need to. i also like to add extra veggies such as carrots or zucchini to get them in where i can.,
quick breakfast oatmeal,212215,3,449102,2007-02-19,8.0,"easily prepped the night before and reheated for 1 minute in the microwave the next morning, this is a perfect, healthy breakfast for anyone.",6.0
quick broccoli slaw,40923,10,1533,2002-09-21,,,7.0
quick california style ham and eggs benedict,399616,17,162826,2009-11-16,22.0,what a treat for sunday brunch!  adapted from southern living. (time does not include baking the biscuits.),13.0
quick can candied yams,105193,40,116915,2004-12-01,5.0,here is a quick candied yams recipe. enjoy!,5.0
quick candied yams,275802,35,72748,2008-01-03,12.0,"this recipe comes from the label on a can of bruce's brand yams.  the yams can be prepared in the oven, on the stovetop, or in the microwave.",4.0
quick cappuccino mousse,65878,65,67899,2003-07-01,,this is a yummy dessert treat that my mother got from international delight quite a few years ago. prep time includes time to chill.,4.0
quick caramel frosting,262788,45,204024,2007-10-31,6.0,easy and delicious,4.0
quick cheese and chive rolls,240986,40,315565,2007-07-17,12.0,this is from a very old women's weekly menu planner - great served with soup !,8.0
quick cheesy potatoes,21349,95,23333,2002-03-03,,"a great potato dish that is ""souper"" tasty!",7.0
quick chicken and corn soup,214373,40,68960,2007-02-28,12.0,this is great to freeze.,11.0
quick chicken cassoulet,341939,40,962690,2008-12-05,8.0,"from sunset.
have not made yet, posting for safe keeping.
can use dry breadcrumbs.",
quick chicken chow mein,246757,30,209613,2007-08-15,19.0,"i found this recipe in a little old cook book i picked up at a garage sale called corn of plenty. it has really good flavor, it's easy to make and uses simple ingredients. use cole slaw mix for the cabbage to make it more convenient.",13.0
quick chicken mozzarella sandwiches,12213,15,8836,2001-09-28,7.0,quick and easy for parents on the run or for a quick snack!,4.0
quick chicken tortilla soup,97786,10,141293,2004-08-13,,"quick, easy and tasty.",
quick chicken with gouda gravy,299052,20,142335,2008-04-17,10.0,this is from rachael ray. gouda is great. i use a grill pan for the chicken and enjoy the chicken alone for a quick low fat meal.,8.0
quick chicken  rice   veggie soup,422001,30,628076,2010-04-28,7.0,"i got this from my friend ellen when i was sick. i liked it so much i asked her for the recipe. she adapted this recipe from a sandra lee cookbook. it originally called for 16 oz bag of mixed veggies - she subbed the celery, carrots and peas but you could sub anything you want.",
quick chickpea salad,152784,5,283845,2006-01-23,1.0,this is quick and easy!,4.0
quick chocolate chip scones,166902,25,314280,2006-05-04,8.0,"this is a slight variation on a joy of cooking recipe.  i never have buttermilk on hand, and it doesn't seem worth buying a whole carton for one recipe, so i always use milk and lemon juice.",10.0
quick chunky greek pizza,90260,30,139452,2004-04-30,,"this recipe is quik and easy. it is low in fat and absolutely deliscious. if cut into small portions, this recipe is perfect for appitizers. if you are looking for something loaded with flavour, well, you have found the right recipe.",
quick cinnamon apricot biscuit bread,354452,35,599450,2009-02-07,,"based on a delightful recipe from joanna m. lund's cookbook, cooking healthy with splenda. she says, ""i just love handy, healthy convenience foods like these blissful buttermilk biscuits! when topped with a fantastic fruity topping, they make every day feel like a holiday."" note: this recipe requires butter-flavored cooking spray.",7.0
quick cinnamon rolls,414835,30,139668,2010-02-28,,"sometimes when i have guest over and i think they are over sleeping in the morning, i'll make a batch of these and a pot of hot perked coffee and inevitably it gently wakes them up and starts their day on the right foot!  it is fast, easy and a fun food to serve and eat!",9.0
quick coconut cream pie,258517,15,540475,2007-10-12,,this is such an easy pie to prepare. i adapted it from a recipe i found in southern living.  it is so good and so rich.  hope you enjoy it as much as my family does!,6.0
quick corn chowder,218594,15,199848,2007-03-25,7.0,takes very little time to whip up this yummy soup.,10.0
quick cranberry coleslaw,219465,20,83093,2007-03-28,,a very tasty coleslaw using a pre-packaged cabbage mix and dressing it up with cranberries and nuts. feel free to lighten it up with low/no fat mayo & splenda.,10.0
