,name,preprocessed_descriptions
25223,spiced blueberry applesauce,something else to do with my extra blueberries slightly exotic looks very pretty this makes an excellent hostess or holiday gift taken from babara fishers food blog at tigersandstrawberriescom
25224,spiced blueberry soup,a nice chilly refreshing fruit soup great for warmer days or as an elegant side dish
25225,spiced brown sugar carrot bread,food  wine  nov 1998 makes 2 loaves
25226,spiced cabbage with coconut,simple to cook good side dish for your curry a good way to use up cabbage
25227,spiced candied pecans,adapted from a recipe by padma lakshmi
25228,spiced chicken couscous with cinnamon onions,the cinnamon caramelized onions perk up an already great couscous  passive time includes 3060 minute marinade time
25229,spiced chicken legs with mango salad,this is another recipe which is lower in carbs than most i have said before i have been trying to cook lower carb meals recently as per my hubbys request this fine by me as it gives me a chance to eat a bit lighter as well i like to mix it up and not cook low carb every night as i prefer to throw in some starchy carbs 12 times a week for balance this is a very light refreshing meal with the mango salad and is probably more of a summertime dish but we have had some mild weather here again so it was a nice dish that did not over heat the house to much this dish contains approximately 17g of carbohydrates per serving and 42g protein if you want to add some carbs to make this more filling just toss some rice noodles in with the salad
25230,spiced chocolate chip cookies,modified from old faithfuls that i received in a software package i played fast and loose with the nutmeg cinnamon and cloves the amounts listed are estimates
25231,spiced cider tea,what a delightful drinklike a tea cider  enjoy this drink on a crisp autumn day as the leaves are fallingor anytime else for that matter
25232,spiced cocoa,this is a twist on the usual hot chocolate serve hot or cold
25233,spiced coffee nut loaf,coffee cake that really is ive added the lightened ingredients to make it  diabetic friendly this is a delicious moist and light textured loaf
25234,spiced cooked apples   no sugar,i am really trying to watch my sugar intake but find myself craving something sweet so threw this together in a pot and it did the job  i really think they are sweet enough without adding any sugar  sometimes if i feel like being bad i will put them on pancakes pancakes not so good for you   i leave the skins on the apples as i like them a bit rustic and not totally resembling baby food i make a bigger batch keep it in the fridge and heat up a bowl when i want something sweet and warm  almost like apple pie
25235,spiced cranberry apple juice,i serve this alot during the winter months it tastes great hot or cold something different for the holidays i serve with a cinnamon stick in the glass or if i am serving this to a group i add some cinnamon sticks to the bowl to float
25236,spiced edamame   1 pt,three different spice combinations  three different flavor experiences  from weightwatcherscom  1 point per serving
25237,spiced eggplant  aubergine,a favorite appetizer a staple at weddings and other celebrations
25238,spiced fruit compote with ricotta cream,this is a lovely hot fruit salad for a winters meal  make sure you have the ricotta otherwise its too sweet  you can use any type of port or sweet wine i think ive used part port part marsala and it was fine  cook time does not  include chill time
25239,spiced golden couscous,food  wine 1998
25240,spiced holiday tea,star anise cinnamon and passion fruit nectar add a special twist to this holiday tea
25241,spiced honey tea,warm and comforting
25242,spiced lentil soup,from prevention
25243,spiced mocha chip cookies,this is my adaptation of a recipe from nestle posted by request i decreased the amount of instant coffee because i found the original amount to be waaay to much this is a good recipe to use the new swirled morsels in notes yield given is if a cookie scoop is used to dole them out cooking time is approximate per batch
25244,spiced orange and almond cake,this is a lovely cake and works particularly well as a lighter alternative dessert after a big festive dinner the beauty of this cake is that the spiced flavour comes entirely from the syrup so you can choose how much syrup to pour over depending on preferred taste
25245,spiced orange broccoli,equally good subbed with other varieties of broccoli broccoflower romanesco or broccolini from vegetarian times novemberdecember 2005 issue id be willing to try this with white balsamic for a change of pace
25246,spiced orange mocha,a great spiced up drink for the holidays or anytime you want a treat this would also make a great gift put all the dry ingredients into a glass jar with directions along with some oranges enjoy
25247,spiced orange pecans,this is a wonderful and very easy recipe for the holidays i found it in taste of home magazine  if you decide to prepare a double batch please make sure you spread in only a single layer on the baking sheet  it is important that these pecans dry as they bake to become crispy  i hope you enjoy this recipe  i think it is a real treat
25248,spiced orange wine,what could be more french countryside than pulling a chilled bottle of homemade or at least homedoctored wine from the fridge for a special celebration this orange sipping wine is a little sweeter and stronger than a regular glass of white and its the perfect aperitif cook time is chill time
25249,spiced oranges   raisins  al burtugal wal zabib al mutabal,this is a delightful fruit dessert topping that i found on tour egypt i think it would be marvelous on a simple bread pudding as well as the suggested ice cream or cake use your imagination d
25250,spiced peach butter,this smells amazing while it cooks  it serves two purposes really yummy to eat and a great room scent
25251,spiced peach jello salad,
25252,spiced pear cranberry cobbler,the october entry of my 2005 calendar  how deeeeeelicious
25253,spiced pear jam with pineapple,the name says it all
25254,spiced pear upside down cake,form taste of home magazine
25255,spiced pecans,i have made these for years and are always a huge hit  i get many requests for these at christmas  found this recipe in the blue ribbon country cookbook
25256,spiced pickled carrots,this is a recipe i got years ago from an old friend i rediscovered it while cleaning out an old recipe box its a delicious appetizer or addition to a relish platter also very easy cooking time is refrigeration time
25257,spiced pineapple upside down cake,this is from a taste of home cookbook absolutely delicious
25258,spiced plum chutney,use cooking plums for this chutney as they have a more definite taste than dessert plums when cooked  from the basic basics jams preserves and chutneys handbook by marguerite patten  if you cannot find white malt vinegar feel free to use brown malt vinegar
25259,spiced plums,a recipe by nigella lawson
25260,spiced pork tenderloin with maple chipotle sauce,smokiness flavor
25261,spiced pork with bourbon reduction sauce,got this recipe from cooking light  easysuper yummy  perfect to serve for guests or for a dinner party  yum
25262,spiced potatoes on the grill,need a side for the bbq ribs on a day too hot to cook in the kitchen a little olive oil makes these heartfriendly potatoes brown up like french fries they are flavorful rather than hot but if you like hot add some red pepper flakes consider serving a little sour cream on the side for dipping note seasoning mix makes enough for 2 batches the proportions worked out better for the larger batch
25263,spiced pumpkin and pecan butter,this spiced butter is delectable smeared across a slice of buttered toast or any hot bread atop pancakes and waffles in place of syrup you can even put a dollop on top of a scoop of rich vanilla ice cream recipe from cooks recipes
25264,spiced pumpkin bread,a very good pumpkin bread with nuts and raisins and a nice glaze to give a little sweet touch
25265,spiced pumpkin muffins,muffins are so fast to make so why not give this spiced pumpkin one a try
25266,spiced pumpkin pie,i liked this recipe because it was good and easy enough for a beginner you can double or triple the spices to your taste as suggested by other people who rated this recipe at epicuriouscom i doubled this recipe to use a whole 29oz can of pumpkin which made 2 pies i didnt have molasses so i used good pancake syrup in place of it and it turned out really well i used the recipe for flaky pie crust for the crust but you can also use frozen pie crust adjust the baking time to your oven the recipe calls for 50 minutes but my oven took 55 minutes bon appetit november 1998 mary dillman burke aiken sc the cooks exchange
25267,spiced pumpkin applesauce bars,the applesauce mixed with the pumpkin makes these bars moist and adds to the flavor you may frost them if desired 
25268,spiced rice salad,this is so good i found it in a promotional salad cookbook it is a beautiful salad and absolutely different and delicious it is so easy and i am always asked for the recipe i use a lot of extra pistachios lime wedges  cilantro as garnish
25269,spiced rice with lentils,i like this with spiced broccoli and tomatoes
25270,spiced rum cake,from intermezzo magazine i havent made this yet but it looks too good to pass by
25271,spiced shrimp   rachael ray,found this in everyday with rachael ray may 2007 issue
25272,spiced spanish almonds,salty sweet and laced with smoke  the perfect kind of almond for a party if any remain the next day savor them over a salad topped with sliced ripe pears and shaved manchego cheese from eatingwellcom and posted for zwt5 note cooling time included in prep time
25273,spiced summer compote  1 point,rhubarb season is still a few weeks away but i am already thinking about the dishes to come  this one found in a ww cookbook is on the top of my list to try as the components are among my favorites   though this is listed as breakfast fare great with yogurt oatmeal or pancakes i think it would also make a great dessert as well
25274,spiced sweet potato pure with a gingerbread topping,a delicious way to serve sweet potatoes from daniel boulard brasserie in las vegas
25275,spiced tea and pomegranate frappe,a cool refreshing pickmeup drink for a warm day
25276,spiced tomato dipping sauce   moroccan style,this moroccan style dipping sauce is delicious on anything from traditional moroccan food to grilled chicken shrimp or steak perfect with moroccan chicken bundles it would also be a good accompaniment to many of the purhcased frozen appetizers such as chicken fingers cheese sticks etc found on another site but was originally from gourmet magazine
25277,spiced turkey empanada,i found this recipe in the magazine self it looks pretty good and is healthy  with 419 calories per serving 104 g fat 13 g saturated 598 g carbs 81 g fiber 224 g protein this can be made ahead of time and heated up in the microwave for a quick lunch
25278,spiced up tofu,this is a recipe i got from a grocery store i had a sample of it and it was too spicy for me it made my mouth hot but was still tasty i thought i would submit the recipe anyway there is a milder version of this recipe under my recipes as wellrecipe 90928 if you want this a little saucier just add more of the sauce ingredients
25279,spiced walnut coffee cake,this is a delicious coffee cake i make this for special occasions
25280,spiced wassail,this is an oldfashioned traditional beverage  the recipe for this particular winter holiday treat comes with a few of my own tweeks from better homes and gardens so good with fruit cookbook
25281,spiced white hot chocolate  crock pot,from 1001 best slow cooker recipes
25282,spiced zucchini carrot bars,
25283,spiced up butternut squash soup,i wanted to make a soup at thanksgiving which celebrated my indian heritage as well as my life in america being a vegetarian myself i know how hard it is to find soups which are friendly to vegetarians and vegans this is a great soup for vegans as it uses coconut milk instead of cream  it is a sweet and spicy soup
25284,spicy  lentil rice pilaf,i like my pilaf spicyvery spicy
25285,spicy   sweet popcorn,yummy grownup snack
25286,spicy  lil smokie  bacon wrapped jalapeno poppers,jalapeno with a juicy lil smokes spiced cream cheese wrapped in crispy bacon smothered in a sweet tangy bbq sauce the flavor of the smokey jalapeno matches perfectly with the sweet fruity sauce and of course its heat is in good company with the medley of peppers tasted in each bite a spoonful of sauce on each popper and you can guarantee these tasty treats will disappear in no time flat from bbq addicts
25287,spicy and savory chocolate chip cookies  aka sierra nuggets,these are the best chocolate chip cookies ever because of their unusualness  this cookie combines oats nuts spices and chocolate all for a wonderful and savory treat
25288,spicy and sweet holiday nuts,spicy and sweet nuts are the new gourmet it food and with this recipe you can now make your own this mix features healthy nuts and seeds asian spices and sweet cranberries for a unique and quick to make holiday gift it is the perfect bring along for any party and looks so pretty packaged in a cellophane bag tied with a colourful ribbon i hope youll enjoy this as much as me and my friends do
25289,spicy apple and oat slice,an easy slice similar to apple crisp or apple crumble serve hot with icecream for dessert or cold for afternoon tea i make this slice with my own apples when theyre in season
25290,spicy apple bread,better caloriewise than a cake yet very tasty i mostly enjoy this with tea
25291,spicy apple chips,this recipe was born out my frugal urge to redeem a big basket of very wrinkly aging gala apples ive listed the seasonings i used to add flair to this ageold method of preservation but by all means tells me what combos you enjoyed the hot pepper sauce i used tabasco certainly added a kick much appreciated in our home but you may prefer the classical sugarspiceandallthingsnice variety without a touch of added heat while this recipe was executed with a borrowed dehydrator i would love to know peoples success with the oven  apples spread in a single layer onto a lined baking sheet and place in preheated 300 degree f oven for 2530 min or at 200 degrees f for 1 to 112 hours cooling on a wire rack as you go
25292,spicy apple gingerbread pancakes,you can make these any time of the year but they are especially good in the fall and winter i like to pour maple syrup over the pancakes and apples recipe courtesy inn on randolph in napa ca
25293,spicy apple carrot muffins,from the new york times natural foods cookbook with a few adaptations  soft moist flavorful and healthy  these muffins are not very sweet so choose a sweet apple variety or increase the honey to 12 cup if you prefer a sweeter muffin
25294,spicy apricot oat muffins,
25295,spicy apricot ribs,i made these as part of several dishes i was doing so i only did 10 ribs but the sauce would be enough if you were making 115 kg of spareribs it is a super easy recipe to make and the end result is wonderful i always par boil my ribs as this is the way get tender ribs every time
25296,spicy artichoke spinach dip,quick party favorite of mine great to fix while watching the games or just having people over i like to make it spicy to quench my cajun taste buds
25297,spicy avocado soup with chicken and lime,this is a recipe ive modified originally from allrecipescom  i usually make it on the mild side for the kids then dh and i spice it up  dont skimp on the garnishes
25298,spicy bacon  spinach and artichoke dip,courtesy of savory sweet life by alice currah
25299,spicy baked bean soup,this quick soup is healthy too its vegetarian as it stands but you could add leftover cooked ham to make it more hearty
25300,spicy baked chicken breasts,i havent made this yet but it looks good and easy
25301,spicy baked macaroni,this is a recipe by giada de laurentiis it is a fantastic different twist on mac and cheese i make this every summer for our annual family reunion cookout and its always a hit
25302,spicy baked rice,spicy and delicious
25303,spicy baked spaghetti,i love spicy food and look forward to sharing this recipe with other enthusiast of fine hot food this is a mixture of my mothers spaghetti recipe and my own experiments have fun and dont drink water it burns more
25304,spicy baked zucchini sticks,i love dipping french fries but when i am in the mood for dipping and dont want the extra carbs i make these baked veggie wonders like the calorie commando says when you take out the fat you want to add in flavor by using a mix of spices you can make zucchini taste wonderful
25305,spicy barbecued pork tenderloins with garlic sauce,if you love garlic then this one is for you plan ahead the tenderloins needs to marinate for 6 hours before cooking you can make this recipe using one large pork roast also but cooking times will have to be adjusted and you will need to double the hoisinsoy sauce marinade you might want to double the garlic sauce this is better than eating at any asian restaurant 
25306,spicy bean soup  slow cooker,from better homes and gardens biggest book of slow cooker recipes i love this soup a lot sometimes i serve it with garlic bread i substitute the pepper jack cheese for sharp cheddar and instead of putting the cheese in the big pot i put it into the separate bowls i forgot to add that i dont use the garbanzo beans
25307,spicy beef and vegetable soup,
25308,spicy beef burritos,this recipe is from a pamphlet del monte put out   i have been making this for years as it has become one of our favorites  i must confess i usually substitute a can of plain stewed tomatoes and add my own spices  chipotle  powder garlic powder cumin and pepper   i use approximately a 14  12 teaspoon of each depending on my taste buds that day  suggest you make it with the mexican spiced tomatoes for the first time  ole
25309,spicy beef kebabs,i got this recipe from the show good eats with alton brown these are good for a quick dinner i made these with flat iron steak the marinade can be made with a wisk in a bowl
25310,spicy beef or chicken asian noodle salad,you can use linguine noodles in place of vermicelli or any asian noodles use cooked turkey in this recipe in place of the beef or chicken you can really add in whatever veggies you like i make this using small broccoli florets  if you like lots of dressing then double all ingredients this is a yummy salad and keeps well in the fridge so it makes a great lunch to take to work
25311,spicy beef spread,this is a delicious spread that gets its zip from horseradish
25312,spicy black bean  green chili   cheese enchiladas,spicy black bean enchiladas with green chilis sour cream cheese and firey red enchilada sauce perfect alongside fajita veggies and guacamole simple transportable affordable and great for pleasing a large crowd  i like to change it up sometimes and use green enchilada sauce from the minimalist baker
25313,spicy blueberry sauce,from small point bed and breakfast in phippsburg maine  great for use over pancakes waffles or french toast or if you thicken it to the consistency of a conserve you can use it as a filling for muffins and coffeecakes   another way it is used is over ice cream pound cakes biscuits and cheesecakes  you can also substitute the gelatin for the cornstarch and make it into a tartlet filling  no matter what you use it on or in its good
25314,spicy brown rice salad,a cold rice salad that is an excellent companion dish in the summer it is also a convenient make ahead dish to stream line meal prep for large gatherings feel free to play with the herbs used in the salad just remember that the herb that is added while the rice is still hot will be the dominant flavor
25315,spicy buttermilk chicken tenders with molasses dipping gravy,this recipe is amazing was featured on rachael rays showi love her food delicious and fun to make
25316,spicy buttermilk coffee cake,i found this on a recipe card i havent made it yet but hope to soon
25317,spicy butternut squash,this recipe is based on one from carl jeromes cookbook cooking for a new earth this is a microwave recipe he says in its intro the spicy coating on these cubes of rich butternut squash can be either sweet or hot depending on the kind of chili powder used when the chili powder is barely hot the sweet taste of the squash will dominate if it is fiery hot it will add contrast to this autumn vegetable this versatile recipe can be served as part of a cold meal in august when the first winter squashes appear in the market or hot from the oven during the winter months
25318,spicy cajun crab and greens soup,cajun seasoning spikes this soup with heat so adjust according to your taste serve with jalapeo corn bread and carrot sticks
25319,spicy cajun meatloaf,this is a spicy not hot cajun meatloaf  it contains the holy trinity onions celery and bell peppers and cayenne black and white peppers  it aint cajun if it doesnt contain these six ingredients
25320,spicy canned corn,i like spicy foodmy boyfriend loves spicy food so ive learned you can add a jalapeno or crushed red pepper to just about anything to give it that extra kick  plus the little green pieces really look nice with yellow corn
25321,spicy carrot soup,a healthy tasty and spicy soup i made for thanksgiving for a turkishjapanese crowd who really enjoyed the heat i used homemade chili powder from de arbol chilis and homemade chicken stock instead of vegetable simple to make the chopping takes a little while if you are slow like me and it cooks for a long time but does not really need to be attended too much from a book called 400 soups the original recipe also included garlic croutons for topping
25322,spicy catfish cakes,crispy on the outside tasty on the inside try them with coleslaw and real lol german potato salad
25323,spicy cauliflower latkes with za atar aioli,these tiny latkes are conveniently bitesize but do they pack a wallop flavored with creamy cauliflower and spicy aleppo pepper a syrian seasoning they should be served with aioli  or simply sprinkled with zaatarzaatar is a middle eastern spice mix that includes sesame seeds sumac dried thyme and dried marjoram its available at specialty foods stores and middle eastern markets and from adrianascaravancom  bon appetit magazine december 2008 edition allow mayonnaise to stand for 30 minutes so flavors can develop for the zaatar spice seasoning  use mirjs recipe 16621  can be stored in air tight container for a couple of months 
25324,spicy cheeesy blt egg wrap,this is a great breakfastlunch or supper meal nutritious and delicious and very easy to prepare
25325,spicy cheese crisps,another martha stewart good foods recipe  you can use less cayenne if you want less of a bite to the crisps cooking time includes  chilling time dough can be stored in refrigerator up to 3 days or frozen up to a month  no need to thaw before baking
25326,spicy cheese puff appetizers,this inexpensive yet very easy to make party tray appetizer is packed with flavor
25327,spicy cheese rounds,these cheese rounds a little zippy from the cayenne pepper posted for zwt 5
25328,spicy cheese shortbread,
25329,spicy cheesy chicken noodles,the title says it alladd veggies or if you prefer leave them out  very tasty and simple
25330,spicy cheesy corn casserole,i love the fresh taste of frozen corn in this rather than most versions that use canned or creamed corm i combined several recipes to come up with this one using frozen corn  my soninlaw thought it was great and practically ate the whole casserole
25331,spicy chicken and spaghetti squash skillet,this spicy sauce which makes good use of leftover chicken or turkey is also great on true pastas as well as the spaghetti squash suggested here for a vegetarian version simply eliminate the meat or if you want a substitute use extra firm tofu
25332,spicy chicken appetizers,this is a lovely crisp finger food served warm to compliment a glass of wine or a cocktail it is also good served as a snack they are baked not deep fried you may make the sauce posted or serve them with a prepared teriaki sauce or a hot thai chili sauce you may double the recipe to make 48 appetizers remember to allow time for the spring roll wrappers to defrost ahead of time overnight in the fridge is best
25333,spicy chicken balls,a spicy and tasty chicken ball easy to make and great to eatthey freeze well also
25334,spicy chicken breast roast with stir fried vegetables,this is a great quick recipe to do with a lovely end result this dish can either be done with chicken breasts or with a whole roast chicken i served my chicken over asian vegetables i have listed the recipe for that below but you could serve with rice or your favorite vegetables and potato whatever you prefer prep time includes making veg time will be about 58 minutes if just making chicken also cook time is for breasts please note time below for a whole chicken
25335,spicy chicken dippers,i like these with a blue cheese dip but go for whatever you like yourself if you prefer you could use boneless chicken thighs they will need a bit longer cooking prep time does not include chilling
25336,spicy chicken egg rolls with honey apricot dipping sauce,i was making egg rolls one night and just started adding things  these turned out pretty good  i had to guesstimate on the amounts of the spices  please feel free to adjust to your taste
25337,spicy chicken fajitas,my husband requests these once a week theyre fairly easy to make and toppings can be mixed and matched according to individual tastes
25338,spicy chicken in foil,fast tasty and easycant beat that this is my husbands absolute favorite baked chicken i serve with plain rice to soak up the wonderful juices  an easy dish backed in the oven but also a great recipe to try over the coals when camping
25339,spicy chicken joes,great sloppy chicken sandwiches with a texmex flair
25340,spicy chicken pasta,great recipe that freezes well  a little spicy but you can use a mild rotel or less chili powder if you dont want it as spicy
25341,spicy chicken shawarma,from april 2010 cooking light
25342,spicy chicken stir fry,one of my favourites
25343,spicy chicken tortilla soup,i have had a great tortilla soup at one of my favorite restaurants and i combined a few recipes to make one of my own
25344,spicy chicken with carrot and herb salad,from australian bhg diabetic living  have not  included cooling time for rice
25345,spicy chicken with couscous,this is a deliciously spicy low fat chicken dish you control the spiciness with strength of the curry powder you add you can even leave out the chicken to use it as a side dish
25346,spicy chicken with tangy yoghurt,a deliciously spicy chicken dish that is great served over fresh salad greens sliced skinless breasts could be used in place of the tenderloins
25347,spicy chickpea snack mix,i just saw a picture of this in rachel rays new magazine but i couldnt find the recipe in there i guess somebody made an oops so i googled it and did find it on her magazines website this looks really good i put garbanzos on my shopping list for this week
25348,spicy chili aioli,originally inspired by a local sushi restaurant i went through a number of different aioli recipes until i finally found a basic combination of ingredients all of which have become the foundation for this and a couple of other recipes  we enjoy this on just about everything  crab cakes fish tacos sushi vegetables you name it  if you enjoy this please also try my curry and saffron aioli recipes for a different twist  a couple of notes with respect to ingredients  avoid substitutions where possible  i tried a number of different recipes before i arrived at this one and some of them werent so pleasant  please consider using hellmans original mayonnaise when making this recipe  avoid using kraft miracle whip and sweet mayonnaises at all costs  if you use a low fat mayo i also recommend hellmans  chili garlic oil can be found at just about any asian grocery  the main ingredients are garlic chili and oil  it is very thick in appearance and looks like the result of dried chilies garlic and oil being pureed in the food processor  this isnt to be confused with sriracha or chili sauce  while chili garlic oil is a great condiment it tastes very different than chili paste  if you need a photo example of chili garlic oil to assist you in your shopping adventures zmail me
25349,spicy chili lime barbecue sandwiches,this is recipe that is a combination of barbecuecarnitas i like my barbecue a little spicy so i came up with this a good recipe if you need something to throw in a crockpot all day it will feed a large number of people or leave you with good leftovers for 2 or 3 people
25350,spicy chili salad,wonderful easy spicy salad
25351,spicy chinese chicken  slow cooker,this should be made in a large slow cookerwhere the recipe calls for soy sauce use dark soy sauce which is aged longer and is more flavourful and works better for braising if you cant find the dark soy sauce use the same quantity of regular soy sauce mixed with 1 tbsp molassesyou can use chicken thighs or chicken breast for this recipe i prefer using thighs but if you are using the breasts cook them for the shortest time as they tend to dry out when cooked in the slow cooker
25352,spicy chinese new zealand lamb,from nzlambcom posted for zwt 5
25353,spicy chinese stir fry beef,as good as you can get in any restaurant its not hard to prepare at all and the flavour is a real taste sensation  the combination of the vegetables with the meat is delicious and just enough heat and spice to give this dish the nod from everyone
25354,spicy chocolate almond butter,this makes a great dip for strawberries bananas and other fruit cookies crackers etc  enjoy adapted from the california almond board
25355,spicy cilantro and shrimp noodle bowl,a super quick recipe for a cilantropacked noodle bowl that will leave you with no leftovers adjust spice to palette
25356,spicy cilantro hummus,serve this dip with pita pita chips veggie sticks or crackers
25357,spicy cilantro peanut chicken,a simple chicken dish with a spicy tangy peanut flavored sauce  everyone i cook this for loves it
25358,spicy coconut rice pilaf,from prevention magazine
25359,spicy coconut shrimp  spicy mango basil salsa  lime jasmine rice,from my friend jessica
25360,spicy coconut tofu,a different way to cook tofu with an exotic taste  this is a my variation of a recipe i found on allrecipescom  serve with rice
25361,spicy cod greenport,great buttery recipe for codfish i found this on the website for the new york seafood council and tried it last night it was super good and easy to make i didnt baste as directed because i wasnt sure if the crumbs were supposed to be spooned over the top of the fish or not i also had to cook mine a little longer but it came out great
25362,spicy cod with tomatoes and spinach,ive been trying to make healthy tasty recipes for my family with what i have on hand this came about as an experiment my husband asked me to submit it so we wouldnt lose it i consider that a pretty high compliment serve this over noodles i used whole wheat elbows but something with some nooks and crannies to catch the sauce would be great with some veggies and bread
25363,spicy corn,i make this with fresh corn on the cob when i have time to grill it or a bag of frozen corn  tastes great sprinkled with parmesan cheese
25364,spicy corn and bean relish,colorful tasty and easy this versatile dish can be a side dish a nice filling for tacos topping for quesadillas even a salsa to serve with chips i use it to dress up a dinner of tacos or quesadillas made from left overs
25365,spicy corn soup,recipe courtesy lois ellen frank on 
25366,spicy corn,my mom and i came up with dish when i was little its easy and adds amazing pizazz to canned corn  plus i usually have all these ingredients on hand  now dhs friends request me to make this
25367,spicy cornbread chicken,this one is very easy and a slightly different sort of oven fried chicken got the kid and husband approval adapted from mr food
25368,spicy couscous with shrimp chicken and chorizo   aka yum,i just had to add this recipe my husband and i love it and we absolutely cook it at least once a monthif not more it can get kind of spicy so beware of how much spice you like and alter the amount this recipe is based off of one i saw on the rachael ray talk showbut i never could find the actual recipe so its just what i can remember from some notes i jotted down  i usually dont have the saffron and this is just as great without it so dont fret if you dont have that spice because its outrageously expensive
25369,spicy crab mornay,from the cooking show out of the blue only do seafood recipes  hoping to make when we can start going crabbing again  times are estimated on you using freshly cooked crabs
25370,spicy cranberry dip for shrimp,havent tried it yet  simply mix and heat in a microwave  serve warm with cold cooked shrimp
25371,spicy creamy pasta with shrimp,this recipe is an accidental yet delicious result of many nights of experiments and mistakes you can adjust the level of spice and the creaminess to your taste i like it highy spiced and lightly creamy
25372,spicy crock pot chicken,chicken from the crock pot with a zesty taste
25373,spicy crock pot pulled pork,simple simple simplei made this for a work function and they loved it
25374,spicy dill dip,
25375,spicy eggplant  aubergine,the combination of cumin and fennel freshly grated ginger coriander and cardamom make this a delicious and spicy side dish thats also suitable for vegetarians
25376,spicy eggplant  aubergine  salad,a new take on mideastern eggplant salad
25377,spicy eggplant cutlets,eggplant cutlets make a healthy vegetarian entree that can be sliced and chewed just like meat so its a popular option for those new to vegetarian eating in this recipe thick eggplant slices are baked in the oven in a flavorful marinade this eggplant recipe is also low in fat vegan and cholesterolfree originally found on vegetarianaboutcom
25378,spicy feisty turkey chili,this recipe is a combination of all the best ingredients from all the other turkey chili recipes i could find  if you like spicy this is your turkey chili however you can make it milder by adding less of the spicy ingredients  if you do weight watchers it is only 2 points per cup serving
25379,spicy fish soup,
25380,spicy fish tartlets,my husband was skeptical but then told me to never lose the recipe after he tasted it
25381,spicy fried ginger beef,a thai version of this delicious dish simple and easy to make
25382,spicy fruit salsa with cinnamon sugar pita chips,this is for the contest and i am using ingredients that i would have never thought of using in a salsa the salsa is not cooked and easy to prepare therefore the ingredients have a nice tasty crunch to them
25383,spicy fruit soup,just another of my numerous fruit soup recipes that ive had around for a long long time although the original recipe called for pitted prunes they usually get bad press the more correct  modern term is pitted plums
25384,spicy garbanzo salad,spiked with chiles and peppers this salad makes a healthy start to a meal and is also a great accompaniment to roast meats
25385,spicy garbanzos,i love garbanzo beans and this dish showcases them perfectly
25386,spicy garlic beef,
25387,spicy garlic mayonnaise,this comes from the cuisine of california cookbook and was given to me by sheri in the last cookbook swap  this is great to kick up any kind of sandwich  ive also used it on a shrimp and avocado salad  it may be kept up to 5 days in refrigerator
25388,spicy garlic thai shrimp and sauteed kale,tiffany ds super tasty easy and quick shrimp recipe your family will love
25389,spicy geisha cabbage,i made this dish from stuff i had around the house which i felt others would have around their houses too thats why i posted itit is just the right amount of spicy and flavor  i loved it i hope you will too
25390,spicy gingersnap encrusted chicken breast,i quickly threw this recipe together one night as an experiment  it resulted in sweetandspicy crunchycoated moist chicken breasts which dh gobbled down and professed his gratitude  i believe this coating would also be nice on salmon filets obviously adjusting the cooking time to 1012 minutes instead of 2530 minutes
25391,spicy green rice,its hot and spicy this unique rice is a must atleast once in a fortnight
25392,spicy grilled aspagarus,i came up with this tasty side dish one afternoon while going through my spice cupboard if you dont have a barbecue a george foreman or something similar works wonderfully too
25393,spicy grilled caribbean tuna,a quick weeknight grill recipe with a taste of the islands
25394,spicy grilled fish,this is a really tasty economical and different way to enjoy fish lots of flavor from the marinade and easy clean up winners in my book i am sure this would work very well on any firm mild fish when i made this i was a little crunched in the time department so i only got to marinade it for 1 hour and it was delicious plan ahead this is best marinated for at least an hour but no more than 2 hours in a pinch just let it marinate while the grill is heating
25395,spicy grilled kabobs,simple easy basic beef kabobs
25396,spicy grilled pineapple,this is a refreshing and easy side dish for a grilled meal of fish chicken or pork
25397,spicy grilled shrimp skewers,i suggest to use fresh shrimp for this as frozen thawed will create a watery marinade do not marinade for longer than 30 minutes or the acid in the lemon juice will cook the shrimp adjust the cayenne to suit heat level i have left the tabasco as optional you may add it or omit  this shrimp is very good
25398,spicy grilled tofu,be sure to use extra firm tofu and press out as much of the water as you can  to prevent sticking give the tofu slices and the grill rack a generous coat of nonstick cooking spray  cooking time includes marinading the tofu for  4 hours  this is from vt mayjune 2006
25399,spicy grilled turkey burgers,id never tried ground turkey meat before  i got curious when our small grocery store down the road got some in and i just had to try it  i came up with this recipe through a magazine i had that my of all people gastro doctor suggested  its called eatingwell and it has healthy recipes  some of them are frankly off the wall but this one wasnt bad
25400,spicy hamburger helper lasagna soup,this is wonderfully easy for those fall evenings when you want something tasty but dont want to spend much time in the kitchen i sometimes use 1 can of green beans in place of the zucchini if i dont have it on hand you can also adjust the heat with a different strength of rotel enjoy
25401,spicy hearty mexican ground turkey soup,i came up with this one cold and rainy afternoon because i wanted something healthy spicy tasty and warm i was pleasantly surprised with the results and thought i better write this down before i forget because i want to make it again
25402,spicy honey and garlic quail,spicy quail marinated in an indonesian marinade with a hint of sweetness from the honey
25403,spicy honey ginger shrimp,only a few ingredients needed for a sweet  spicy dinner cooking time includes marinating time of 30 minutes
25404,spicy honey glazed chicken,this is a simple worknight dish that will totally surprise you with flavor  its great because every cook i know has all of these ingredients in their cupboards already  i got this recipe from a cooking light magazine and i serve it with pan fried broccoli and sweet hawaiian rolls  you can either use chicken breasts or chicken thighs and i recommend using boneless and skinless  this has only a medium spicy level so just increase or decrease red pepper flakes to your taste and enjoy
